,CompoundName,SMILES,caymanID,casID,Formula
164,16(S)-Iloprost,CC#CC[C@H](C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,13077,74843-14-4,C22H32O4
165,Resorcinolnaphthalein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2cccc3cccc1c23,13082,41307-63-5,C24H14O5
166,ThioFluor 623,COCCOCCOCCN(c1ccc(/C=C/C2=C(C#N)C(=C(C#N)C#N)OC2(C)C)cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],13083,1004324-99-5,C31H30N6O10S
167,STF-62247,Cc1cccc(Nc2nc(-c3ccncc3)cs2)c1,13084,315702-99-9,C15H13N3S
168,Tenovin-1,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,13085,380315-80-0,C20H23N3O2S
169,Tenovin-6 (hydrochloride),CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1.Cl,13086,1011301-29-3,C25H35ClN4O2S
170,Radicicol,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,13089,12772-57-5,C18H17ClO6
171,N-tridecanoyl-L-Homserine lactone,CCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,13093,878627-21-5,C17H31NO3
172,N-pentadecanoyl-L-Homoserine lactone,CCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,13094,182359-66-6,C19H35NO3
173,"13,14-dihydro-15-keto-tetranor Prostaglandin D2",CCCCCC(=O)CC[C@H]1C(=O)C[C@H](O)[C@@H]1CCC(=O)O,13100,1204116-69-7,C16H26O5
174,"13,14-dihydro-15-keto-tetranor Prostaglandin E2",CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCC(=O)O,13101,20675-85-8,C16H26O5
175,"2,3-dinor Prostaglandin E1",CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCC(=O)O,13120,7046-40-4,C18H30O5
176,Sodium Butyrate,CCCC(=O)[O-].[Na+],13121,156-54-7,C4H7NaO2
177,BIO,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,13123,667463-62-9,C16H10BrN3O2
178,BIX01294 (hydrochloride hydrate),COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC.Cl.Cl.Cl,13124,1808255-64-2,C28H41Cl3N6O2
179,trans-trismethoxy Resveratrol-d4,[2H]c1c([2H])c(OC)c([2H])c([2H])c1/C=C/c1cc(OC)cc(OC)c1,13129,1089051-64-8,C17H18O3
180,trans-Resveratrol-d4,[2H]c1c([2H])c(/C=C/c2cc(O)cc(O)c2)c([2H])c([2H])c1O,13130,1089051-56-8,C14H12O3
181,VER-49009,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,13131,558640-51-0,C19H18ClN3O4
182,VER-50589,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,13132,747413-08-7,C19H17ClN2O5
183,N-acetyl-D-Glucosamine,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,13136,7512-17-6,C8H15NO6
184,Imatinib (mesylate),CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,13139,220127-57-1,C30H35N7O4S
185,4-(n-nonyl) Benzeneboronic Acid,CCCCCCCCCc1ccc(B(O)O)cc1,13140,256383-45-6,C15H25BO2
186,CAY10587,Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,13143,1082058-99-8,C18H16O2
187,Anacardic Acid,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,13144,16611-84-0,C22H36O3
188,AGK2,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,13145,304896-28-4,C23H13Cl2N3O2
189,CAY10603,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,13146,1045792-66-2,C22H30N4O6
190,(E)-C-HDMAPP (ammonium salt),C/C(=C\CCP(=O)([O-])OP(=O)([O-])[O-])CO.[NH4+].[NH4+].[NH4+],13151,933030-60-5,C6H23N3O7P2
191,JZL184,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,13158,1101854-58-3,C27H24N2O9
192,Sunitinib (malate),CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,13159,341031-54-7,C26H33FN4O7
193,AT-56,C1=Cc2ccccc2C(=C2CCN(CCCCc3nnn[nH]3)CC2)c2ccccc21,13160,162640-98-4,C25H27N5
194,7-epi Maresin 1,CC/C=C\C/C=C\C[C@H](O)/C=C\C=C\C=C\[C@@H](O)C/C=C\CCC(=O)O,13161,1268720-66-6,C22H32O4
195,CAY10589,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)O,13164,1077626-52-8,C25H28ClN3O2S
196,(+)-Blebbistatin,Cc1ccc2c(c1)C(=O)[C@@]1(O)CCN(c3ccccc3)C1=N2,13165,1177356-70-5,C18H16N2O2
197,Iressa,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,13166,184475-35-2,C22H24ClFN4O3
198,Splitomicin,O=C1CCc2c(ccc3ccccc23)O1,13168,5690-03-9,C13H10O2
199,JWH 018 (exempt preparation),CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,13169,209414-07-3,C24H23NO
200,JWH 073 (exempt preparation),CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,13170,208987-48-8,C23H21NO
201,JWH 200 (exempt preparation),O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,13171,103610-04-4,C25H24N2O2
202,CBHA,O=C(/C=C/c1cccc(C(=O)NO)c1)NO,13172,174664-65-4,C10H10N2O4
203,M 344,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,13174,251456-60-7,C16H25N3O3
204,Farnesyl Thiosalicylic Acid Amide,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(N)=O,13175,1092521-74-8,C22H31NOS
205,Oxamflatin,O=C(/C=C/C#Cc1cccc(NS(=O)(=O)c2ccccc2)c1)NO,13176,151720-43-3,C17H14N2O4S
206,Salermide,CC(C(=O)Nc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,13178,1105698-15-4,C26H22N2O2
207,FKGK 11,O=C(CCCCc1ccccc1)C(F)(F)C(F)(F)F,13179,1071000-98-0,C13H13F5O
208,CAY10590,CCCC[C@H](CCC(=O)O)NC(=O)CCCCCCc1ccccc1,13181,1101136-50-8,C21H33NO3
209,"CP 80,633",COc1ccc(C2CNC(=O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2,13183,135637-46-6,C18H24N2O3
210,17(S)-HpDHA,CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)OO,13185,123673-33-6,C22H32O4
211,Cardiogenol C (hydrochloride),COc1ccc(Nc2nccc(NCCO)n2)cc1.Cl,13187,671225-39-1,C13H17ClN4O2
212,NSC 23766 (hydrochloride),CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1,13196,1177865-17-6,C24H35N7
213,DAPT,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,13197,208255-80-5,C23H26F2N2O4
214,PP2,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,13198,172889-27-9,C15H16ClN5
215,cis-trismethoxy Resveratrol,COc1ccc(/C=C\c2cc(OC)cc(OC)c2)cc1,13199,94608-23-8,C17H18O3
216,G-418 (sulfate),CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O,13200,108321-42-2,C20H44N4O18S2
217,Agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,13203,138112-76-2,C15H17NO2
218,Halopemide,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,13205,59831-65-1,C21H22ClFN4O2
219,CAY10594,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1,13207,1130067-34-3,C26H28N4O2
220,Mirin,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,13208,299953-00-7,C10H8N2O2S
221,N-octadecanoyl-L-Homoserine lactone,CCCCCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,13209,479050-96-9,C22H41NO3
222,Pimelic Diphenylamide 106,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,13212,937039-45-7,C20H25N3O2
223,N-3-oxo-tetradec-7Z-enoyl-L-Homoserine lactone,CCCCCC/C=C\CCCC(=O)CC(=O)N[C@H]1CCOC1=O,13213,482598-46-9,C18H29NO4
224,"(-)-CP 47,497 (exempt preparation)",CCCCCCC(C)(C)c1ccc([C@H]2CCC[C@@H](O)C2)c(O)c1,13218,114753-51-4,C21H34O2
225,"(+)-CP 47,497 (exempt preparation)",CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,13219,134308-14-8,C21H34O2
226,3-dodecanoyl-NBD Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCCCCCCCNc5ccc([N+](=O)[O-])c6nonc56)CC[C@]4(C)[C@H]3CC[C@]12C,13220,1246303-05-8,C45H70N4O5
227,3-hexanoyl-NBD Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCNc5ccc([N+](=O)[O-])c6nonc56)CC[C@]4(C)[C@H]3CC[C@]12C,13221,201731-19-3,C39H58N4O5
228,2-Acetyl-5-tetrahydroxybutyl Imidazole,CC(=O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,13222,94944-70-4,C9H14N2O5
229,Neurodazine,COc1ccc(-c2nc(-c3ccc(-c4cccc(Cl)c4)o3)[nH]c2-c2ccc(OC)cc2)cc1,13224,937807-66-4,C27H21ClN2O3
230,trans-Zeatin,C/C(=C\CNc1ncnc2[nH]cnc12)CO,13226,1637-39-4,C10H13N5O
231,Fumonisin B2,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,13227,116355-84-1,C34H59NO14
232,thio-p-Toluamide,Cc1ccc(C(N)=S)cc1,13229,2362-62-1,C8H9NS
233,4-Methylbenzamide oxime,Cc1ccc(/C(N)=N/O)cc1,13231,19227-13-5,C8H10N2O
234,"Ethyl-2,4-Dimethylthiazole-5-Carboxylate",CCOC(=O)c1sc(C)nc1C,13232,7210-77-7,C8H11NO2S
235,"2,4-Dimethylthiazole-5-Carboxylic Acid",Cc1nc(C)c(C(=O)O)s1,13233,53137-27-2,C6H7NO2S
236,Thiamet G,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,13237,1009816-48-1,C9H16N2O4S
237,KH7,CC(Sc1nc2ccccc2[nH]1)C(=O)N/N=C/c1cc(Br)ccc1O,13243,330676-02-3,C17H15BrN4O2S
238,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,13245,120014-06-4,C24H29NO3
239,YM-58483,Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,13246,223499-30-7,C15H9F6N5OS
240,L-DOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,13248,59-92-7,C9H11NO4
241,(-)-AS 115,CCCCOC[C@H]1CCCC[C@H]1COCCNC(=O)Oc1ccccc1F,13250,926657-43-4,C21H32FNO4
242,DEPMPO-biotin,CCOP(=O)(OCC)C1(C)[C@H](COC(=O)NCCCNC(=O)CCCC[C@@H]2SC[C@H]3NC(=O)N[C@@H]23)CC=[N+]1[O-],13251,936224-52-1,C24H42N5O8PS
243,S107,COc1ccc2c(c1)CN(C)CCS2,13253,927871-76-9,C11H15NOS
244,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,13258,10540-29-1,C26H29NO
245,6-keto Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O,13260,67786-53-2,C20H32O6
246,URB447,Cc1c(C(=O)c2ccccc2)c(N)c(-c2ccccc2)n1Cc1ccc(Cl)cc1,13261,1132922-57-6,C25H21ClN2O
247,4-hydroxy Nonenal Alkyne,C#CCCCC(O)/C=C/C=O,13265,1011268-23-7,C9H12O2
248,Myristic Acid Alkyne,C#CCCCCCCCCCCCC(=O)O,13267,82909-47-5,C14H24O2
249,Farnesyl Alcohol Azide,C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)CN=[N+]=[N-],13269,851667-96-4,C15H25N3O
250,ZLJ-6,CN1C(N)=NC(=O)/C1=C/c1ccc(S(C)(=O)=O)cc1.CS(=O)(=O)O,13271,1051931-39-5,C13H17N3O6S2
251,PF-3845,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,13279,1196109-52-0,C24H23F3N4O2
252,CAY10598,O=C1CC[C@H](/C=C/[C@@H](O)Cc2ccccc2)N1CCCCCCc1nnn[nH]1,13281,346673-06-1,C21H29N5O2
253,CAY10599,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCN1CCCc2c(OC(C)(C)C(=O)O)cccc21,13282,1143573-33-4,C38H41NO5
254,MS-275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,13284,209783-80-2,C21H20N4O3
255,Cannabidiol dimethyl ether,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(CCCCC)cc1OC,13285,1242-67-7,C23H34O2
256,FK-866,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,13287,658084-64-1,C24H29N3O2
257,CB-86,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,13289,1150586-64-3,C26H43NO3
258,CAY10616,COc1cc(/C=C\c2ccc(OC)c(O)c2)cc(OC)c1,13291,586410-08-4,C17H18O4
259,Rhapontigenin,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1O,13293,500-65-2,C15H14O4
260,Pyrrophenone,O=C1NC(=O)/C(=C/c2ccc(C(=O)NC[C@@H]3C[C@@H](SC(c4ccccc4)(c4ccccc4)c4ccccc4)CN3C(=O)c3ccccc3C(=O)c3ccc(F)cc3F)cc2)S1,13294,341973-06-6,C49H37F2N3O5S2
261,HNHA,O=C(CCCCCCSc1ccc2ccccc2c1)NO,13295,926908-04-5,C17H21NO2S
262,AG-126,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,13297,118409-62-4,C10H5N3O3
263,Bisindolylmaleimide I,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,13298,133052-90-1,C25H24N4O2
264,Bisindolylmaleimide IV,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,13299,119139-23-0,C20H13N3O2
265,Bisindolylmaleimide V,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O,13300,113963-68-1,C21H15N3O2
266,RG108,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,13302,48208-26-0,C19H14N2O4
267,NSC 663284,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,13303,383907-43-5,C15H16ClN3O3
268,Biotin-XX hydrazide,NNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,13304,211237-33-1,C22H40N6O4S
269,D 4476,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,13305,301836-43-1,C23H18N4O3
270,NU7026,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,13308,154447-35-5,C17H15NO3
271,H-9 (hydrochloride),Cl.Cl.NCCNS(=O)(=O)c1cccc2cnccc12,13312,116700-36-8,C11H15Cl2N3O2S
272,Indirubin-3'-monoxime,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,13314,160807-49-8,C16H11N3O2
273,Biotin-NHS,O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)ON2C(=O)CCC2=O)N1,13315,35013-72-0,C14H19N3O5S
274,Biotin-X-NHS,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCCCCC(=O)ON1C(=O)CCC1=O,13316,72040-63-2,C20H30N4O6S
275,KN-62,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,13318,127191-97-3,C38H35N5O6S2
276,KN-93,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1,13319,139298-40-1,C26H29ClN2O4S
277,MCI-186,CC1=NN(c2ccccc2)C(=O)C1,13320,89-25-8,C10H10N2O
278,ARP 100,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,13321,704888-90-4,C17H20N2O5S
279,CGP 57380,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,13322,522629-08-9,C11H9FN6
280,IM-54,CCCCCNC1=C(c2cn(C)c3ccccc23)C(=O)N(C)C1=O,13323,861891-50-1,C19H23N3O2
281,Pifithrin-.alpha.,Br.Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1,13326,63208-82-2,C16H19BrN2OS
282,1-NM-PP1,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,13330,221244-14-0,C20H21N5
283,(S)-Glycyl-H-1152 (hydrochloride),Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12.Cl.Cl,13332,913844-45-8,C18H26Cl2N4O3S
284,Bisindolylmaleimide VIII (acetate),CC(=O)O.Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,13333,138516-31-1,C26H26N4O4
285,Bisindolylmaleimide IX (mesylate),CS(=O)(=O)O.Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,13334,138489-18-6,C26H27N5O5S2
286,SB 225002,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,13336,182498-32-4,C13H10BrN3O4
287,ST638,CCOc1cc(/C=C(/C#N)C(N)=O)cc(CSc2ccccc2)c1O,13337,107761-24-0,C19H18N2O3S
288,SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,13338,330161-87-0,C19H21N3O3S
289,TPEN,c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,13340,16858-02-9,C26H28N6
290,LY364947,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,13341,396129-53-6,C17H12N4
291,SU 5416,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,13342,204005-46-9,C15H14N2O
292,SB 203580 (hydrochloride),CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1.Cl,13344,869185-85-3,C21H17ClFN3OS
293,GYY 4137,C1COCC[NH2+]1.COc1ccc(P(=S)([S-])N2CCOCC2)cc1,13345,106740-09-4,C15H25N2O3PS2
294,Rapamycin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,13346,53123-88-9,C51H79NO13
295,IBMX,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,13347,28822-58-4,C10H14N4O2
296,Myristic Acid,CCCCCCCCCCCCCC(=O)O,13351,544-63-8,C14H28O2
297,Lignoceric Acid,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,13353,557-59-5,C24H48O2
298,Hexacosanoic Acid,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,13354,506-46-7,C26H52O2
299,Geldanamycin,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,13355,30562-34-6,C29H40N2O9
300,CAY10608,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,13358,457897-92-6,C18H22Cl2N2O4S
301,8-iso Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(=O)O,13360,21003-46-3,C20H34O5
302,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,13368,36322-90-4,C15H13N3O4S
303,CAY10621,CCCCCCCCCCCCCC#CC(=O)[C@@H]1COC(C)(C)N1C(=O)OC(C)(C)C,13371,120005-55-2,C26H45NO4
304,"2',3',5'-triacetyl-5-Azacytidine",CC(=O)OC[C@H]1O[C@@H](n2cnc(N)nc2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,13373,10302-78-0,C14H18N4O8
305,Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,13375,1912-24-9,C8H14ClN5
306,5-bromo-3-phenyl-Salicylic Acid,O=C(O)c1cc(Br)cc(-c2ccccc2)c1O,13379,99514-99-5,C13H9BrO3
307,CAY10606,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,13381,1159576-98-3,C22H18ClNO3
308,DAz-2,[N-]=[N+]=NCCCC1CCC(=O)CC1=O,13382,1176905-54-6,C9H13N3O2
309,5-(2-Aminopyridyl)amide oxime,N/C(=N\O)c1ccc(N)nc1,13384,468068-28-2,C6H8N4O
310,2-Methyl-4-phenylthiazole,Cc1nc(-c2ccccc2)cs1,13386,1826-16-0,C10H9NS
311,Ethyl 2-Amino-4-phenyl-thiophene-3-Carboxylate,CCOC(=O)c1c(-c2ccccc2)csc1N,13387,4815-36-5,C13H13NO2S
312,2-amino-4-phenyl Thiazole,Nc1nc(-c2ccccc2)cs1,13388,2010-06-2,C9H8N2S
313,2-amino Pyridyl-5-thioamide,NC(=S)c1ccc(N)nc1,13389,53268-33-0,C6H7N3S
314,N-methyl Leukotriene C4,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](NC)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,13390,131391-65-6,C31H49N3O9S
315,11.beta.-Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,13450,24570-01-2,C20H34O5
316,AM3102,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@H](C)CO,13452,213182-22-0,C21H41NO2
317,11-deoxy Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O,13510,37786-00-8,C20H34O4
318,PC190723,NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,13518,951120-33-5,C14H8ClF2N3O2S
319,Celastramycin A,CCCCCCc1cc(Cl)c(O)c(C(=O)c2cc(Cl)c(Cl)[nH]2)c1O,13519,491600-94-3,C17H18Cl3NO3
320,Oxalomalic Acid (sodium salt),O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O.[NaH].[NaH].[NaH],13521,89304-26-7,C6H6Na3O8
321,(+)-Warfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,13526,5543-58-8,C19H16O4
322,Pseudolaric Acid B,COC(=O)C1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O)OC2=O)[C@@]3(OC(C)=O)CC1,13527,82508-31-4,C23H28O8
323,Bicyclo Prostaglandin E1,CCCCC1C(=O)CC[C@H]2[C@@H]1CC(=O)[C@@H]2CCCCCCC(=O)O,13530,1283861-32-4,C20H32O4
324,(-)-Warfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,13531,5543-57-7,C19H16O4
325,17-phenyl trinor Prostaglandin E2 ethyl amide,CCNC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,13532,1219032-20-8,C25H35NO4
326,E-64d,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,13533,88321-09-9,C17H30N2O5
327,FIPI,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1cc2cc(F)ccc2[nH]1,13563,939055-18-2,C23H24FN5O2
328,N-Benzylacetamidine (hydrobromide),Br.CC(=N)NCc1ccccc1,13570,186545-76-6,C9H13BrN2
329,3-bromo-5-phenyl-Salicylic Acid,O=C(O)c1cc(-c2ccccc2)cc(Br)c1O,13574,4906-68-7,C13H9BrO3
330,YM-201636,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,13576,371942-69-7,C25H21N7O3
331,SU 11652,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,13577,326914-10-7,C22H27ClN4O2
332,Phosphine-biotin,COC(=O)c1ccc(C(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)cc1P(c1ccccc1)c1ccccc1,13581,608514-42-7,C41H53N4O8PS
333,XAV939,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,13596,284028-89-3,C14H11F3N2OS
334,IWR-1-exo,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,13598,1127442-87-8,C25H19N3O3
335,MK-0457,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,13600,639089-54-6,C23H28N8OS
336,ZM 447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,13601,331771-20-1,C29H31N5O4
