,CompoundName,casID,selleckID,Formula,SMILES
144,Oxcarbazepine,28721-07-5,S1391,C15H12N2O2,NC(=O)N1C2=C(CC(=O)C3=C1C=CC=C3)C=CC=C2
145,Pirarubicin (NSC-333054),72496-41-4,S1393,C32H37NO12,COC1=CC=CC2=C1C(=O)C3=C(O)C4=C(CC(O)(CC4OC5CC(N)C(OC6CCCCO6)C(C)O5)C(=O)CO)C(=C3C2=O)O
146,Pizotifen Malate,5189-11-7,S1394,C19H21NS.C4H6O5,CN1CCC(CC1)=C2C3=C(CCC4=C2C=CC=C4)SC=C3.OC(CC(O)=O)C(O)=O
147,Resveratrol (SRT501),501-36-0,S1396,C14H12O3,OC1=CC=C(C=C1)\C=C\C2=CC(=CC(=C2)O)O
148,Rocuronium Bromide,119302-91-9,S1397,C32H53N2O4.Br,[Br-].CC(=O)OC1C(CC2C3CCC4CC(O)C(CC4(C)C3CCC12C)N5CCOCC5)[N+]6(CCCC6)CC=C
149,Stavudine (d4T),3056-17-5,S1398,C10H12N2O4,CC1=CN(C2OC(CO)C=C2)C(=O)NC1=O
150,Tenofovir (GS 1278) Disoproxil Fumarate,202138-50-9,S1400,C19H30N5O10P.C4H4O4,CC(C)OC(=O)OCO[P](=O)(COC(C)C[N]1C=NC2=C1N=CN=C2N)OCOC(=O)OC(C)C.OC(=O)/C=C/C(O)=O
151,Tenofovir,147127-20-6,S1401,C9H14N5O4P,CC(C[N]1C=NC2=C(N)N=CN=C12)OC[P](O)(O)=O
152,Tigecycline (GAR-936),220620-09-7,S1403,C29H39N5O8,CN(C)C1C2CC3CC4=C(C(=C(NC(=O)CNC(C)(C)C)C=C4N(C)C)O)C(=O)C3=C(O)C2(O)C(=O)C(=C1O)C(N)=O
153,Trilostane,13647-35-3,S1404,C20H27NO3,CC12CCC3C(CCC45OC4C(=C(CC35C)C#N)O)C1CCC2O
154,Vecuronium Bromide,50700-72-6,S1405,C34H57N2O4.Br,[Br-].CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(C4OC(C)=O)[N+]5(C)CCCCC5)C2(C)CC1N6CCCCC6
155,Bimatoprost,155206-00-1,S1407,C25H37NO4,CCNC(=O)CCC\C=C/CC1C(O)CC(O)C1/C=C/C(O)CCC2=CC=CC=C2
156,Linezolid (PNU-100766),165800-03-3,S1408,C16H20FN3O4,CC(=O)NCC1CN(C(=O)O1)C2=CC=C(N3CCOCC3)C(=C2)F
157,Alfuzosin HCl,81403-68-1,S1409,C19H27N5O4.HCl,Cl.COC1=C(OC)C=C2C(=NC(=NC2=C1)N(C)CCCNC(=O)C3CCCO3)N
158,Clopidogrel (SR-25990C) Bisulfate,120202-66-6,S1415,C16H16ClNO2S.H2SO4,COC(=O)C(N1CCC2=C(C1)C=CS2)C3=C(Cl)C=CC=C3.O[S](O)(=O)=O
159,Ranolazine 2HCl,95635-56-6,S1425,C24H33N3O4.2HCl,Cl.Cl.COC1=CC=CC=C1OCC(O)CN2CCN(CC2)CC(=O)NC3=C(C)C=CC=C3C
160,Repaglinide,135062-02-1,S1426,C27H36N2O4,CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(O)=O
161,Rolipram (ZK-62711),61413-54-5,S1430,C16H21NO3,COC1=C(OC2CCCC2)C=C(C=C1)C3CNC(=O)C3
162,Sildenafil Citrate,171599-83-0,S1431,C22H30N6O4S.C6H8O7,CCCC1=N[N](C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)[S](=O)(=O)N4CCN(C)CC4.OC(=O)CC(O)(CC(O)=O)C(O)=O
163,Sumatriptan Succinate,103628-48-4,S1432,C14H21N3O2S.C4H6O4,CN[S](=O)(=O)CC1=CC=C2[NH]C=C(CCN(C)C)C2=C1.OC(=O)CCC(O)=O
164,Tamsulosin hydrochloride,106463-17-6,S1435,C20H28N2O5S.HCl,CCOC1=C(OCCNC(C)CC2=CC=C(OC)C(=C2)[S](N)(=O)=O)C=CC=C1
165,Tizanidine HCl,64461-82-1,S1437,C9H8ClN5S.HCl,Cl.ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1
166,Topiramate,97240-79-4,S1438,C12H21NO8S,CC1(C)OC2COC3(CO[S](N)(=O)=O)OC(C)(C)OC3C2O1
167,Tranilast (SB 252218),53902-12-8,S1439,C18H17NO5,COC1=C(OC)C=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1
168,Venlafaxine HCl,99300-78-4,S1441,C17H27NO2.HCl,Cl.COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2
169,Voriconazole (UK-109496),137234-62-9,S1442,C16H14F3N5O,CC(C1=NC=NC=C1F)C(O)(C[N]2C=NC=N2)C3=CC=C(F)C=C3F
170,Zileuton (A-64077),111406-87-2,S1443,C11H12N2O2S,CC(N(O)C(N)=O)C1=CC2=CC=CC=C2S1
171,Ziprasidone HCl,122883-93-6,S1444,C21H21ClN4OS.HCl,Cl.ClC1=CC2=C(CC(=O)N2)C=C1CCN3CCN(CC3)C4=NSC5=C4C=CC=C5
172,Zonisamide,68291-97-4,S1445,C8H8N2O3S,N[S](=O)(=O)CC1=NOC2=CC=CC=C12
173,Tipifarnib (R115777),192185-72-1,S1453,C27H22Cl2N4O,C[N]1C=NC=C1C(N)(C2=CC=C(Cl)C=C2)C3=CC4=C(C=C3)N(C)C(=O)C=C4C5=CC(=CC=C5)Cl
174,Atazanavir (BMS-232632) Sulfate,229975-97-7,S1457,C38H52N6O7.H2SO4,COC(=O)NC(C(=O)NC(CC1=CC=CC=C1)C(O)CN(CC2=CC=C(C=C2)C3=NC=CC=C3)NC(=O)C(NC(=O)OC)C(C)(C)C)C(C)(C)C.O[S](O)(=O)=O
175,Neflamapimod (VX-745),209410-46-8,S1458,C19H9Cl2F2N3OS,FC1=CC(=C(SC2=NN3C=NC(=O)C(=C3C=C2)C4=C(Cl)C=CC=C4Cl)C=C1)F
176,Moxifloxacin (BAY12-8039) HCl,186826-86-8,S1465,C21H24FN3O4.HCl,Cl.COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(=C1N3CC4CCCNC4C3)F)C5CC5
177,Doxercalciferol,54573-75-0,S1467,C28H44O2,CC(C)C(C)/C=C/C(C)C1CCC2C(/CCCC12C)=C/C=C/3CC(O)CC(O)C3=C
178,Alfacalcidol,41294-56-8,S1468,C27H44O2,CC(C)CCCC(C)C1CCC2/C(CCCC12C)=C\C=C3/CC(O)CC(O)C3=C
179,Safinamide Mesylate,202825-46-5,S1472,C17H19FN2O2.CH4O3S,CC(NCC1=CC=C(OCC2=CC(=CC=C2)F)C=C1)C(N)=O.C[S](O)(=O)=O
180,Daclatasvir (BMS-790052),1009119-64-5,S1482,C40H50N8O6,COC(=O)NC(C(C)C)C(=O)N1CCCC1C2=NC=C([NH]2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CN=C([NH]5)C6CCCN6C(=O)C(NC(=O)OC)C(C)C
181,Iloperidone,133454-47-4,S1483,C24H27FN2O4,COC1=C(OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)C=CC(=C1)C(C)=O
182,HMN-214,173529-46-9,S1485,C22H20N2O5S,COC1=CC=C(C=C1)[S](=O)(=O)N(C(C)=O)C2=C(C=CC=C2)\C=C\C3=CC=[N+]([O-])C=C3
183,Naratriptan HCl,143388-64-1,S1488,C17H25N3O2S.HCl,Cl.CN[S](=O)(=O)CCC1=CC=C2[NH]C=C(C3CCN(C)CC3)C2=C1
184,Ponatinib (AP24534),943319-70-8,S1490,C29H27F3N6O,CN1CCN(CC1)CC2=C(C=C(NC(=O)C3=CC(=C(C)C=C3)C#CC4=CN=C5C=CC=N[N]45)C=C2)C(F)(F)F
185,Fludarabine (NSC 118218),21679-14-1,S1491,C10H12FN5O4,NC1=NC(=NC2=C1N=C[N]2C3OC(CO)C(O)C3O)F
186,Pralatrexate (NSC 754230),146464-95-1,S1497,C23H23N7O5,NC1=NC(=C2N=C(CC(CC#C)C3=CC=C(C=C3)C(=O)NC(CCC(O)=O)C(O)=O)C=NC2=N1)N
187,Cefaclor,70356-03-5,S1499,C15H14ClN3O4S.H2O,O.NC(C(=O)NC1C2SCC(=C(N2C1=O)C(O)=O)Cl)C3=CC=CC=C3
188,Betamethasone,378-44-9,S1500,C22H29FO5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
189,Mycophenolate mofetil (RS-61443),128794-94-5,S1501,C23H31NO7,COC1=C(C)C2=C(C(=O)OC2)C(=C1C\C=C(C)\CCC(=O)OCCN3CCOCC3)O
190,Dyphylline,479-18-5,S1504,C10H14N4O4,CN1C(=O)N(C)C2=C([N](CC(O)CO)C=N2)C1=O
191,Aztreonam,78110-38-0,S1505,C13H17N5O8S2,CC1C(NC(=O)\C(=N/OC(C)(C)C(O)=O)C2=CSC(=N2)N)C(=O)N1[S](O)(=O)=O
192,Alprostadil,745-65-3,S1508,C20H34O5,CCCCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(O)=O
193,Lactulose,4618-18-2,S1511,C12H22O11,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(=O)CO
194,Tadalafil (IC351),171596-29-5,S1512,C22H19N3O4,CN1CC(=O)N2C(CC3=C([NH]C4=C3C=CC=C4)C2C5=CC=C6OCOC6=C5)C1=O
195,Cyclosporine,79217-60-0,S1514,C62H111N11O12,CCC1NC(=O)C(C(O)C(C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
196,Natamycin,7681-93-8,S1517,C33H47NO13,CC1C/C=C/C=C/C=C/C=C/C(CC2OC(O)(CC(O)CC3OC3/C=C/C(=O)O1)CC(O)C2C(O)=O)OC4OC(C)C(O)C(N)C4O
197,Quizartinib (AC220),950769-58-1,S1526,C29H32N6O4S,CC(C)(C)C1=CC(=NO1)NC(=O)NC2=CC=C(C=C2)C3=C[N]4C(=N3)SC5=CC(=CC=C45)OCCN6CCOCC6
198,Telaprevir (VX-950),402957-28-2,S1538,C36H53N7O6,CCCC(NC(=O)C1C2CCCC2CN1C(=O)C(NC(=O)C(NC(=O)C3=NC=CN=C3)C4CCCCC4)C(C)(C)C)C(=O)C(=O)NC5CC5
199,Saxagliptin (BMS-477118),361442-04-8,S1540,C18H25N3O2,NC(C(=O)N1C(CC2CC12)C#N)[C]34CC5[CH2]C(C[C](O)(C5)C3)C4
200,Febuxostat,144060-53-7,S1547,C16H16N2O3S,CC(C)COC1=C(C=C(C=C1)C2=NC(=C(S2)C(O)=O)C)C#N
201,Dapagliflozin (BMS-512148),461432-26-8,S1548,C21H25ClO6,CCOC1=CC=C(CC2=CC(=CC=C2Cl)C3OC(CO)C(O)C(O)C3O)C=C1
202,Nebivolol hydrochloride (R-65824),152520-56-4,S1549,C22H25F2NO4.HCl,Cl.OC(CNCC(O)C1CCC2=C(O1)C=CC(=C2)F)C3CCC4=CC(=CC=C4O3)F
203,Pimobendan,74150-27-9,S1550,C19H18N4O2,COC1=CC=C(C=C1)C2=NC3=CC(=CC=C3[NH]2)C4=NNC(=O)CC4C
204,Delafloxacin (ABT-492),"189279-58-1, 339591-82-1 (sodium salt)",S1553,C18H12ClF3N4O4,NC1=C(F)C=C(F)C(=N1)N2C=C(C(O)=O)C(=O)C3=CC(=C(N4CC(O)C4)C(=C23)Cl)F
205,Lumacaftor (VX-809),936727-05-8,S1565,C24H18F2N2O5,CC1=C(N=C(NC(=O)C2(CC2)C3=CC4=C(OC(F)(F)O4)C=C3)C=C1)C5=CC=CC(=C5)C(O)=O
206,Pomalidomide (CC-4047),19171-19-8,S1567,C13H11N3O4,NC1=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=CC=C1
207,Tazarotene,118292-40-3,S1569,C21H21NO2S,CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(SCCC3(C)C)C=C2
208,Fasudil (HA-1077) HCl,105628-07-7,S1573,C14H17N3O2S.HCl,Cl.O=[S](=O)(N1CCCNCC1)C2=C3C=CN=CC3=CC=C2
209,Sulfasalazine (NSC 667219),599-79-1,S1576,C18H14N4O5S,OC(=O)C1=C(O)C=CC(=C1)N=NC2=CC=C(C=C2)[S](=O)(=O)NC3=CC=CC=N3
210,Candesartan (CV-11974),139481-59-7,S1578,C24H20N6O3,CCOC1=NC2=C([N]1CC3=CC=C(C=C3)C4=CC=CC=C4C5=N[NH]N=N5)C(=CC=C2)C(O)=O
211,Bestatin (NK421),58970-76-6,S1591,C16H24N2O4,CC(C)CC(NC(=O)C(O)C(N)CC1=CC=CC=C1)C(O)=O
212,Apixaban (BMS 562247-01),503612-47-3,S1593,C25H25N5O4,COC1=CC=C(C=C1)[N]2N=C(C(N)=O)C3=C2C(=O)N(CC3)C4=CC=C(C=C4)N5CCCCC5=O
213,Reserpine,50-55-5,S1601,C33H40N2O9,COC1C(CC2CN3CCC4=C([NH]C5=C4C=CC(=C5)OC)C3CC2C1C(=O)OC)OC(=O)C6=CC(=C(OC)C(=C6)OC)OC
214,Furosemide (NSC 269420),54-31-9,S1603,C12H11ClN2O5S,N[S](=O)(=O)C1=C(Cl)C=C(NCC2=CC=CO2)C(=C1)C(O)=O
215,Olmesartan Medoxomil,144689-63-4,S1604,C29H30N6O6,CCCC1=NC(=C([N]1CC2=CC=C(C=C2)C3=CC=CC=C3C4=N[NH]N=N4)C(=O)OCC5=C(C)OC(=O)O5)C(C)(C)O
216,Cefdinir,91832-40-5,S1605,C14H13N5O5S2,NC1=NC(=CS1)C(=N/O)/C(=O)NC2C3SCC(=C(N3C2=O)C(O)=O)C=C
217,Clotrimazole,23593-75-1,S1606,C22H17ClN2,ClC1=C(C=CC=C1)C([N]2C=CN=C2)(C3=CC=CC=C3)C4=CC=CC=C4
218,Rizatriptan Benzoate,145202-66-0,S1607,C22H25N5O2,CN(C)CCC1=C[NH]C2=C1C=C(C[N]3C=NC=N3)C=C2.OC(=O)C4=CC=CC=C4
219,Pyridostigmine Bromide,101-26-8,S1608,C9H13BrN2O2,[Br-].CN(C)C(=O)OC1=C[N+](=CC=C1)C
220,Methimazole,60-56-0,S1609,C4H6N2S,CN1C=CNC1=S
221,Metolazone,17560-51-9,S1610,C16H16ClN3O3S,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)[S](N)(=O)=O)Cl
222,Cefoperazone,62893-19-0,S1611,C25H27N9O8S2,CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(=C(N3C2=O)C(O)=O)CSC4=NN=N[N]4C)C5=CC=C(O)C=C5)C(=O)C1=O
223,Silodosin,160970-54-7,S1613,C25H32F3N3O4,CC(CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC3=CC=CC=C3OCC(F)(F)F
224,Riluzole (PK 26124),1744-22-5,S1614,C8H5F3N2OS,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2
225,Sulfameter,651-06-9,S1618,C11H12N4O3S,COC1=CN=C(N[S](=O)(=O)C2=CC=C(N)C=C2)N=C1
226,Prilocaine,721-50-6,S1619,C13H20N2O,CCCNC(C)C(=O)NC1=C(C)C=CC=C1
227,Darunavir Ethanolate,635728-49-3,S1620,C27H37N3O7S.C2H5OH,CCO.CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC2COC3OCCC23)[S](=O)(=O)C4=CC=C(N)C=C4
228,Prednisone (NSC-10023),53-03-2,S1622,C21H26O5,CC12CC(=O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
229,Ethinyl Estradiol,57-63-6,S1625,C20H24O2,CC12CCC3C(CCC4=CC(=CC=C34)O)C1CCC2(O)C#C
230,Naproxen Sodium,26159-34-2,S1626,C14H13NaO3,[Na+].COC1=CC=C2C=C(C=CC2=C1)C(C)C([O-])=O
231,Nitazoxanide (NSC 697855),55981-09-4,S1627,C12H9N3O5S,CC(=O)OC1=C(C=CC=C1)C(=O)NC2=NC=C(S2)[N+]([O-])=O
232,Triamcinolone Acetonide,76-25-5,S1628,C24H31FO6,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(O1)C(=O)CO
233,Orlistat (Ro 18-0647),96829-58-2,S1629,C29H53NO5,CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O
234,Allopurinol,315-30-0,S1630,C5H4N4O,O=C1N=CN=C2NNC=C12
235,Allopurinol Sodium,17795-21-0,S1631,C5H4N4NaO,[Na+].O=C1NC=NC2=C1C=N[NH]2
236,Zafirlukast (ICI-204219),107753-78-6,S1633,C31H33N3O6S,COC1=CC(=CC=C1CC2=C[N](C)C3=C2C=C(NC(=O)OC4CCCC4)C=C3)C(=O)N[S](=O)(=O)C5=CC=CC=C5C
237,Erythromycin,114-07-8,S1635,C37H67NO13,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
238,Amphotericin B,1397-89-3,S1636,C47H73NO17,CC1OC(OC/2CC3OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)\C=C\C=C\C=C\C=C\C=C\C=C\C=C2)CC(O)C3C(O)=O)C(O)C(N)C1O
239,Ibuprofen (NSC 256857),15687-27-1,S1638,C13H18O2,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
240,Amprenavir (VX-478),161814-49-9,S1639,C25H35N3O6S,CC(C)CN(CC(O)C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)[S](=O)(=O)C3=CC=C(N)C=C3
241,Albendazole (SKF-62979),54965-21-8,S1640,C12H15N3O2S,CCCSC1=CC=C2N=C(NC(=O)OC)[NH]C2=C1
242,Chlorothiazide,58-94-6,S1641,C7H6ClN3O4S2,N[S](=O)(=O)C1=C(Cl)C=C2N=CN[S](=O)(=O)C2=C1
243,Ursodiol,128-13-2,S1643,C24H40O4,CC(CCC(O)=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C
244,Nitrofural,59-87-0,S1644,C6H6N4O4,NC(=O)N/N=C/C1=CC=C(O1)[N+]([O-])=O
245,Ketoprofen,22071-15-4,S1645,C16H14O3,CC(C(O)=O)C1=CC(=CC=C1)C(=O)C2=CC=CC=C2
246,Ketorolac,74103-06-3,S1646,C15H13N1O3,OC(=O)C1CC[N]2C1=CC=C2C(=O)C3=CC=CC=C3
247,Adenosine,58-61-7,S1647,C10H13N5O4,NC1=NC=NC2=C1N=C[N]2C3OC(CO)C(O)C3O
248,Zolmitriptan,139264-17-8,S1649,C16H21N3O2,CN(C)CCC1=C[NH]C2=C1C=C(CC3COC(=O)N3)C=C2
249,Telbivudine,3424-98-4,S1651,C10H14N2O5,CC1=CN(C2CC(O)C(CO)O2)C(=O)NC1=O
250,Monobenzone,103-16-2,S1652,C13H12O2,OC1=CC=C(OCC2=CC=CC=C2)C=C1
251,Tretinoin (NSC 122758),302-79-4,S1653,C20H28O2,CC1=C(\C=C\C(C)=C\C=C\C(C)=C\C(O)=O)C(C)(C)CCC1
252,Phenylbutazone,50-33-9,S1654,C19H20N2O2,CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
253,Ezetimibe (SCH-58235),163222-33-1,S1655,C24H21F2NO3,OC(CCC1C(N(C1=O)C2=CC=C(F)C=C2)C3=CC=C(O)C=C3)C4=CC=C(F)C=C4
254,Enalaprilat Dihydrate,84680-54-6,S1657,C18H24N2O5.2H2O,O.O.CC(NC(CCC1=CC=CC=C1)C(O)=O)C(=O)N2CCCC2C(O)=O
255,Dofetilide,115256-11-6,S1658,C19H27N3O5S2,CN(CCOC1=CC=C(N[S](C)(=O)=O)C=C1)CCC2=CC=C(N[S](C)(=O)=O)C=C2
256,Isradipine,75695-93-1,S1662,C19H21N3O5,COC(=O)C1=C(C)NC(=C(C1C2=CC=CC3=NON=C23)C(=O)OC(C)C)C
257,Estrone,53-16-7,S1665,C18H22O2,CC12CCC3C(CCC4=CC(=CC=C34)O)C1CCC2=O
258,Flucytosine,2022-85-7,S1666,C4H4FN3O,NC1=NC(=O)NC=C1F
259,Trichlormethiazide,133-67-5,S1667,C8H8Cl3N3O4S2,N[S](=O)(=O)C1=C(Cl)C=C2NC(N[S](=O)(=O)C2=C1)C(Cl)Cl
260,Loteprednol etabonate,82034-46-6,S1669,C24H31ClO7,CCOC(=O)OC1(CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C(=O)OCCl
261,Aminophylline,317-34-0,S1673,C16H24N10O4,CN1C(=O)N(C)C2=C([NH]C=N2)C1=O.CN3C(=O)N(C)C4=C([NH]C=N4)C3=O.NCCN
262,Lubiprostone,136790-76-6,S1675,C20H32F2O5,CCCCC(F)(F)C(=O)CCC1C(O)CC(=O)C1CCCCCCC(O)=O
263,Amorolfine HCl,78613-38-4,S1676,C21H35NO.HCl,Cl.CCC(C)(C)C1=CC=C(CC(C)CN2CC(C)OC(C)C2)C=C1
264,Chloramphenicol,56-75-7,S1677,C11H12Cl2N2O5,OCC(NC(=O)C(Cl)Cl)C(O)C1=CC=C(C=C1)[N+]([O-])=O
265,Flurbiprofen,5104-49-4,S1679,C15H13FO2,CC(C(O)=O)C1=CC(=C(C=C1)C2=CC=CC=C2)F
266,Disulfiram (NSC 190940),97-77-8,S1680,C10H20N2S4,CCN(CC)C(=S)SSC(=S)N(CC)CC
267,Mesalamine (5-ASA),89-57-6,S1681,C7H7NO3,NC1=CC=C(O)C(=C1)C(O)=O
268,Ipratropium Bromide,22254-24-6,S1683,C20H30BrNO3,[Br-].CC(C)[N+]1(C)C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3
269,Sulfanilamide,63-74-1,S1685,C6H8N2O2S,NC1=CC=C(C=C1)[S](N)(=O)=O
270,Betamethasone Dipropionate,5593-20-4,S1688,C28H37FO7,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C
271,Meprednisone,1247-42-3,S1689,C22H28O5,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(=O)CC2(C)C1(O)C(=O)CO
272,Betamethasone Valerate,2152-44-5,S1690,C27H37FO6,CCCCC(=O)OC1(C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C)C(=O)CO
273,Praziquantel,55268-74-1,S1691,C19H24N2O2,O=C1CN(CC2N1CCC3=CC=CC=C23)C(=O)C4CCCCC4
274,Busulfan (NSC-750),55-98-1,S1692,C6H14O6S2,C[S](=O)(=O)OCCCCO[S](C)(=O)=O
275,Carbamazepine,298-46-4,S1693,C15H12N2O,NC(=O)N1C2=C(C=CC=C2)C=CC3=C1C=CC=C3
276,Hydrocortisone (NSC 10483),50-23-7,S1696,C21H30O5,CC12CCC(=O)C=C1CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C23
277,Desonide,638-94-8,S1701,C24H32O6,CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(O1)C(=O)CO
278,Didanosine,69655-05-6,S1702,C10H12N4O3,OCC1CCC(O1)[N]2C=NC3=C2N=CNC3=O
279,Divalproex Sodium,76584-70-8,S1703,C8H16O2.C8H15O2.Na,[Na+].CCCC(CCC)C(O)=O.CCCC(CCC)C([O-])=O
280,Emtricitabine (BW 1592),143491-57-0,S1704,C8H10FN3O3S,NC1=NC(=O)N(C=C1F)C2CSC(CO)O2
281,Progesterone (NSC 9704),57-83-0,S1705,C21H30O2,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
282,Lamivudine (BCH-189),134678-17-4,S1706,C8H11N3O3S,NC1=NC(=O)N(C=C1)C2CSC(CO)O2
283,Estradiol,50-28-2,S1709,C18H24O2,CC12CCC3C(CCC4=C3C=CC(=C4)O)C1CCC2O
284,Deferasirox (ICL-670),201530-41-8,S1712,C21H15N3O4,OC(=O)C1=CC=C(C=C1)[N]2N=C(N=C2C3=CC=CC=C3O)C4=CC=CC=C4O
285,Piroxicam,36322-90-4,S1713,C15H13N3O4S,CN1C(=C(O)C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=NC=CC=C3
286,Gemcitabine (LY-188011),95058-81-4,S1714,C9H11F2N3O4,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2(F)F
287,Glipizide,29094-61-9,S1715,C21H27N5O4S,CC1=NC=C(N=C1)C(=O)NCCC2=CC=C(C=C2)[S](=O)(=O)NC(=O)NC3CCCCC3
288,Glyburide (Glibenclamide),10238-21-8,S1716,C23H28ClN3O5S,COC1=C(C=C(Cl)C=C1)C(=O)NCCC2=CC=C(C=C2)[S](=O)(=O)NC(=O)NC3CCCCC3
289,Fomepizole,7554-65-6,S1717,C4H6N2,CC1=C[NH]N=C1
290,Adefovir Dipivoxil (GS 0840),142340-99-6,S1718,C20H32N5O8P,CC(C)(C)C(=O)OCO[P](=O)(COCC[N]1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C
291,Zalcitabine,7481-89-2,S1719,C9H13N3O3,NC1=NC(=O)N(C=C1)C2CCC(CO)O2
292,Azathioprine,446-86-6,S1721,C9H7N7O2S,C[N]1C=NC(=C1SC2=C3[NH]C=NC3=NC=N2)[N+]([O-])=O
293,Indomethacin (NSC-77541),53-86-1,S1723,C19H16ClNO4,COC1=CC=C2[N](C(=C(CC(O)=O)C2=C1)C)C(=O)C3=CC=C(Cl)C=C3
294,Terbinafine,91161-71-6,S1725,C21H25N,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12
295,Levonorgestrel,797-63-7,S1727,C21H28O2,CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C
296,Gemfibrozil,25812-30-0,S1729,C15H22O3,CC1=CC(=C(C)C=C1)OCCCC(C)(C)C(O)=O
297,Indapamide,26807-65-8,S1730,C16H16ClN3O3S,CC1CC2=C(C=CC=C2)N1NC(=O)C3=CC=C(Cl)C(=C3)[S](N)(=O)=O
298,Mitotane,53-19-0,S1732,C14H10Cl4,ClC(Cl)C(C1=CC=C(Cl)C=C1)C2=C(Cl)C=CC=C2
299,Methylprednisolone (NSC-19987),83-43-2,S1733,C22H30O5,CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14
300,Meloxicam,71125-38-7,S1734,C14H13N3O4S2,CN1C(=C(O)C2=C(C=CC=C2)[S]1(=O)=O)C(=O)NC3=NC=C(C)S3
301,Mesna,19767-45-4,S1735,C2H5NaO3S2,[Na+].[O-][S](=O)(=O)CCS
302,Methocarbamol,532-03-6,S1736,C11H15NO5,COC1=C(OCC(O)COC(N)=O)C=CC=C1
303,Prednisolone (NSC-9900),50-24-8,S1737,C21H28O5,CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C1CCC2(O)C(=O)CO
304,Telmisartan,144701-48-4,S1738,C33H30N4O2,CCCC1=NC2=C(C=C(C=C2C)C3=NC4=C(C=CC=C4)[N]3C)[N]1CC5=CC=C(C=C5)C6=CC=CC=C6C(O)=O
305,Thiabendazole,148-79-8,S1739,C10H7N3S,[NH]1C2=C(C=CC=C2)N=C1C3=CSC=N3
306,Guaifenesin,93-14-1,S1740,C10H14O4,COC1=C(OCC(O)CO)C=CC=C1
