,CompoundName,SMILES,Formula,ItemID
175,Tenovin-1,CC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1,C20H23N3O2S,13085.0
176,Tenovin-6 (hydrochloride),CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(C(C)(C)C)cc2)cc1.Cl,C25H35ClN4O2S,13086.0
177,Radicicol,C[C@@H]1C[C@H]2O[C@@H]2/C=C\C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1,C18H17ClO6,13089.0
178,N-tridecanoyl-L-Homserine lactone,CCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,C17H31NO3,13093.0
179,N-pentadecanoyl-L-Homoserine lactone,CCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,C19H35NO3,13094.0
180,"13,14-dihydro-15-keto-tetranor Prostaglandin D2",CCCCCC(=O)CC[C@H]1C(=O)C[C@H](O)[C@@H]1CCC(=O)O,C16H26O5,13100.0
181,"13,14-dihydro-15-keto-tetranor Prostaglandin E2",CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCC(=O)O,C16H26O5,13101.0
182,"2,3-dinor Prostaglandin E1",CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCC(=O)O,C18H30O5,13120.0
183,Sodium Butyrate,CCCC(=O)[O-].[Na+],C4H7NaO2,13121.0
184,BIO,O=C1Nc2cc(Br)ccc2/C1=C1/Nc2ccccc2/C1=N\O,C16H10BrN3O2,13123.0
185,BIX01294 (hydrochloride hydrate),COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC.Cl.Cl.Cl,C28H41Cl3N6O2,13124.0
186,trans-trismethoxy Resveratrol-d4,[2H]c1c([2H])c(OC)c([2H])c([2H])c1/C=C/c1cc(OC)cc(OC)c1,C17H18O3,13129.0
187,trans-Resveratrol-d4,[2H]c1c([2H])c(/C=C/c2cc(O)cc(O)c2)c([2H])c([2H])c1O,C14H12O3,13130.0
188,VER-49009,CCNC(=O)c1[nH]nc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,C19H18ClN3O4,13131.0
189,VER-50589,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(OC)cc1,C19H17ClN2O5,13132.0
190,N-acetyl-D-Glucosamine,CC(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,C8H15NO6,13136.0
191,Imatinib (mesylate),CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,C30H35N7O4S,13139.0
192,4-(n-nonyl) Benzeneboronic Acid,CCCCCCCCCc1ccc(B(O)O)cc1,C15H25BO2,13140.0
193,CAY10587,Cc1ccccc1C#Cc1ccc(CCC(=O)O)cc1,C18H16O2,13143.0
194,Anacardic Acid,CCCCCCCCCCCCCCCc1cccc(O)c1C(=O)O,C22H36O3,13144.0
195,AGK2,N#C/C(=C\c1ccc(-c2cc(Cl)ccc2Cl)o1)C(=O)Nc1cccc2ncccc12,C23H13Cl2N3O2,13145.0
196,CAY10603,CC(C)(C)OC(=O)Nc1ccc(-c2cc(C(=O)NCCCCCCC(=O)NO)no2)cc1,C22H30N4O6,13146.0
197,(E)-C-HDMAPP (ammonium salt),C/C(=C\CCP(=O)([O-])OP(=O)([O-])[O-])CO.[NH4+].[NH4+].[NH4+],C6H23N3O7P2,13151.0
198,JZL184,O=C(Oc1ccc([N+](=O)[O-])cc1)N1CCC(C(O)(c2ccc3c(c2)OCO3)c2ccc3c(c2)OCO3)CC1,C27H24N2O9,13158.0
199,Sunitinib (malate),CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O,C26H33FN4O7,13159.0
200,AT-56,C1=Cc2ccccc2C(=C2CCN(CCCCc3nnn[nH]3)CC2)c2ccccc21,C25H27N5,13160.0
201,7-epi Maresin 1,CC/C=C\C/C=C\C[C@H](O)/C=C\C=C\C=C\[C@@H](O)C/C=C\CCC(=O)O,C22H32O4,13161.0
202,CAY10589,CCCCCCC(Sc1nc(Cl)cc(NCc2ccc(-c3ccccc3)cc2)n1)C(=O)O,C25H28ClN3O2S,13164.0
203,(+)-Blebbistatin,Cc1ccc2c(c1)C(=O)[C@@]1(O)CCN(c3ccccc3)C1=N2,C18H16N2O2,13165.0
204,Iressa,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,C22H24ClFN4O3,13166.0
205,Splitomicin,O=C1CCc2c(ccc3ccccc23)O1,C13H10O2,13168.0
206,JWH 018 (exempt preparation),CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,C24H23NO,13169.0
207,JWH 018,CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,C24H23NO,10900.0
208,JWH 018 (CRM),CCCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,C24H23NO,27973.0
209,JWH 073 (exempt preparation),CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,C23H21NO,13170.0
210,JWH 073,CCCCn1cc(C(=O)c2cccc3ccccc23)c2ccccc21,C23H21NO,10904.0
211,JWH 200 (exempt preparation),O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,C25H24N2O2,13171.0
212,JWH 200,O=C(c1cccc2ccccc12)c1cn(CCN2CCOCC2)c2ccccc12,C25H24N2O2,10902.0
213,CBHA,O=C(/C=C/c1cccc(C(=O)NO)c1)NO,C10H10N2O4,13172.0
214,M 344,CN(C)c1ccc(C(=O)NCCCCCCC(=O)NO)cc1,C16H25N3O3,13174.0
215,Farnesyl Thiosalicylic Acid Amide,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(N)=O,C22H31NOS,13175.0
216,Oxamflatin,O=C(/C=C/C#Cc1cccc(NS(=O)(=O)c2ccccc2)c1)NO,C17H14N2O4S,13176.0
217,Salermide,CC(C(=O)Nc1cccc(/N=C/c2c(O)ccc3ccccc23)c1)c1ccccc1,C26H22N2O2,13178.0
218,FKGK 11,O=C(CCCCc1ccccc1)C(F)(F)C(F)(F)F,C13H13F5O,13179.0
219,CAY10590,CCCC[C@H](CCC(=O)O)NC(=O)CCCCCCc1ccccc1,C21H33NO3,13181.0
220,"CP 80,633",COc1ccc(C2CNC(=O)NC2)cc1O[C@H]1C[C@@H]2CC[C@H]1C2,C18H24N2O3,13183.0
221,17(S)-HpDHA,CC/C=C\C[C@@H](/C=C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O)OO,C22H32O4,13185.0
222,Cardiogenol C (hydrochloride),COc1ccc(Nc2nccc(NCCO)n2)cc1.Cl,C13H17ClN4O2,13187.0
223,NSC 23766 (hydrochloride),CCN(CC)CCCC(C)Nc1nc(C)cc(Nc2ccc3nc(C)cc(N)c3c2)n1,C24H35N7,13196.0
224,DAPT,C[C@H](NC(=O)Cc1cc(F)cc(F)c1)C(=O)N[C@H](C(=O)OC(C)(C)C)c1ccccc1,C23H26F2N2O4,13197.0
225,PP2,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21,C15H16ClN5,13198.0
226,cis-trismethoxy Resveratrol,COc1ccc(/C=C\c2cc(OC)cc(OC)c2)cc1,C17H18O3,13199.0
227,G-418 (sulfate),CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H]([C@@H](C)O)[C@@H](O)[C@H](O)[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.O=S(=O)(O)O.O=S(=O)(O)O,C20H44N4O18S2,13200.0
228,Agomelatine,COc1ccc2cccc(CCNC(C)=O)c2c1,C15H17NO2,13203.0
229,Halopemide,O=C(NCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1)c1ccc(F)cc1,C21H22ClFN4O2,13205.0
230,CAY10594,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1,C26H28N4O2,13207.0
231,Mirin,N=C1NC(=O)/C(=C/c2ccc(O)cc2)S1,C10H8N2O2S,13208.0
232,N-octadecanoyl-L-Homoserine lactone,CCCCCCCCCCCCCCCCCC(=O)N[C@H]1CCOC1=O,C22H41NO3,13209.0
233,Pimelic Diphenylamide 106,Cc1ccc(NC(=O)CCCCCC(=O)Nc2ccccc2N)cc1,C20H25N3O2,13212.0
234,N-3-oxo-tetradec-7Z-enoyl-L-Homoserine lactone,CCCCCC/C=C\CCCC(=O)CC(=O)N[C@H]1CCOC1=O,C18H29NO4,13213.0
235,"(-)-CP 47,497 (exempt preparation)",CCCCCCC(C)(C)c1ccc([C@H]2CCC[C@@H](O)C2)c(O)c1,C21H34O2,13218.0
236,"(-)-CP 47,497",CCCCCCC(C)(C)c1ccc([C@H]2CCC[C@@H](O)C2)c(O)c1,C21H34O2,10917.0
237,"(+)-CP 47,497 (exempt preparation)",CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,C21H34O2,13219.0
238,"(+)-CP 47,497",CCCCCCC(C)(C)c1ccc([C@@H]2CCC[C@H](O)C2)c(O)c1,C21H34O2,10910.0
239,3-dodecanoyl-NBD Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCCCCCCCNc5ccc([N+](=O)[O-])c6nonc56)CC[C@]4(C)[C@H]3CC[C@]12C,C45H70N4O5,13220.0
240,3-hexanoyl-NBD Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCCCCNc5ccc([N+](=O)[O-])c6nonc56)CC[C@]4(C)[C@H]3CC[C@]12C,C39H58N4O5,13221.0
241,2-Acetyl-5-tetrahydroxybutyl Imidazole,CC(=O)c1ncc([C@@H](O)[C@H](O)[C@H](O)CO)[nH]1,C9H14N2O5,13222.0
242,Neurodazine,COc1ccc(-c2nc(-c3ccc(-c4cccc(Cl)c4)o3)[nH]c2-c2ccc(OC)cc2)cc1,C27H21ClN2O3,13224.0
243,trans-Zeatin,C/C(=C\CNc1ncnc2[nH]cnc12)CO,C10H13N5O,13226.0
244,Fumonisin B2,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)CCCCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(=O)O)C(=O)O,C34H59NO14,13227.0
245,thio-p-Toluamide,Cc1ccc(C(N)=S)cc1,C8H9NS,13229.0
246,4-Methylbenzamide oxime,Cc1ccc(/C(N)=N/O)cc1,C8H10N2O,13231.0
247,"Ethyl-2,4-Dimethylthiazole-5-Carboxylate",CCOC(=O)c1sc(C)nc1C,C8H11NO2S,13232.0
248,"2,4-Dimethylthiazole-5-Carboxylic Acid",Cc1nc(C)c(C(=O)O)s1,C6H7NO2S,13233.0
249,Thiamet G,CCNC1=N[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@@H]2S1,C9H16N2O4S,13237.0
250,KH7,CC(Sc1nc2ccccc2[nH]1)C(=O)N/N=C/c1cc(Br)ccc1O,C17H15BrN4O2S,13243.0
251,Donepezil,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,C24H29NO3,13245.0
252,YM-58483,Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,C15H9F6N5OS,13246.0
253,L-DOPA,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,C9H11NO4,13248.0
254,(-)-AS 115,CCCCOC[C@H]1CCCC[C@H]1COCCNC(=O)Oc1ccccc1F,C21H32FNO4,13250.0
255,DEPMPO-biotin,CCOP(=O)(OCC)C1(C)[C@H](COC(=O)NCCCNC(=O)CCCC[C@@H]2SC[C@H]3NC(=O)N[C@@H]23)CC=[N+]1[O-],C24H42N5O8PS,13251.0
256,S107,COc1ccc2c(c1)CN(C)CCS2,C11H15NOS,13253.0
257,Tamoxifen,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,C26H29NO,13258.0
258,6-keto Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CC(=O)CCCCC(=O)O,C20H32O6,13260.0
259,URB447,Cc1c(C(=O)c2ccccc2)c(N)c(-c2ccccc2)n1Cc1ccc(Cl)cc1,C25H21ClN2O,13261.0
260,4-hydroxy Nonenal Alkyne,C#CCCCC(O)/C=C/C=O,C9H12O2,13265.0
261,Myristic Acid Alkyne,C#CCCCCCCCCCCCC(=O)O,C14H24O2,13267.0
262,Farnesyl Alcohol Azide,C/C(=C\CO)CC/C=C(\C)CC/C=C(\C)CN=[N+]=[N-],C15H25N3O,13269.0
263,ZLJ-6,CN1C(N)=NC(=O)/C1=C/c1ccc(S(C)(=O)=O)cc1.CS(=O)(=O)O,C13H17N3O6S2,13271.0
264,PF-3845,O=C(Nc1cccnc1)N1CCC(Cc2cccc(Oc3ccc(C(F)(F)F)cn3)c2)CC1,C24H23F3N4O2,13279.0
265,CAY10598,O=C1CC[C@H](/C=C/[C@@H](O)Cc2ccccc2)N1CCCCCCc1nnn[nH]1,C21H29N5O2,13281.0
266,CAY10599,CCCc1cc(C(=O)c2ccc(-c3ccccc3)cc2)ccc1OCCCN1CCCc2c(OC(C)(C)C(=O)O)cccc21,C38H41NO5,13282.0
267,MS-275,Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1,C21H20N4O3,13284.0
268,Cannabidiol dimethyl ether,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(OC)cc(CCCCC)cc1OC,C23H34O2,13285.0
269,FK-866,O=C(/C=C/c1cccnc1)NCCCCC1CCN(C(=O)c2ccccc2)CC1,C24H29N3O2,13287.0
270,CB-86,CCCCCCC(C)(C)c1cc(O)cc(OCCCCCCCC(=O)NC2CC2)c1,C26H43NO3,13289.0
271,CAY10616,COc1cc(/C=C\c2ccc(OC)c(O)c2)cc(OC)c1,C17H18O4,13291.0
272,Rhapontigenin,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1O,C15H14O4,13293.0
273,Pyrrophenone,O=C1NC(=O)/C(=C/c2ccc(C(=O)NC[C@@H]3C[C@@H](SC(c4ccccc4)(c4ccccc4)c4ccccc4)CN3C(=O)c3ccccc3C(=O)c3ccc(F)cc3F)cc2)S1,C49H37F2N3O5S2,13294.0
274,HNHA,O=C(CCCCCCSc1ccc2ccccc2c1)NO,C17H21NO2S,13295.0
275,AG-126,N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1,C10H5N3O3,13297.0
276,Bisindolylmaleimide I,CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,C25H24N4O2,13298.0
277,Bisindolylmaleimide IV,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,C20H13N3O2,13299.0
278,Bisindolylmaleimide V,CN1C(=O)C(c2c[nH]c3ccccc23)=C(c2c[nH]c3ccccc23)C1=O,C21H15N3O2,13300.0
279,RG108,O=C(O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O,C19H14N2O4,13302.0
280,NSC 663284,O=C1C(Cl)=C(NCCN2CCOCC2)C(=O)c2ncccc21,C15H16ClN3O3,13303.0
281,Biotin-XX hydrazide,NNC(=O)CCCCCNC(=O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,C22H40N6O4S,13304.0
282,D 4476,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCCO4)c(-c3ccccn3)[nH]2)cc1,C23H18N4O3,13305.0
283,NU7026,O=c1cc(N2CCOCC2)oc2c1ccc1ccccc12,C17H15NO3,13308.0
284,H-9 (hydrochloride),Cl.Cl.NCCNS(=O)(=O)c1cccc2cnccc12,C11H15Cl2N3O2S,13312.0
285,Indirubin-3'-monoxime,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,C16H11N3O2,13314.0
286,Biotin-NHS,O=C1N[C@H]2[C@H](CS[C@H]2CCCCC(=O)ON2C(=O)CCC2=O)N1,C14H19N3O5S,13315.0
287,Biotin-X-NHS,O=C(CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)NCCCCCC(=O)ON1C(=O)CCC1=O,C20H30N4O6S,13316.0
288,KN-62,CN([C@@H](Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N1CCN(c2ccccc2)CC1)S(=O)(=O)c1cccc2cnccc12,C38H35N5O6S2,13318.0
289,KN-93,COc1ccc(S(=O)(=O)N(CCO)c2ccccc2CN(C)C/C=C/c2ccc(Cl)cc2)cc1,C26H29ClN2O4S,13319.0
290,MCI-186,CC1=NN(c2ccccc2)C(=O)C1,C10H10N2O,13320.0
291,ARP 100,CC(C)ON(CC(=O)NO)S(=O)(=O)c1ccc(-c2ccccc2)cc1,C17H20N2O5S,13321.0
292,CGP 57380,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,C11H9FN6,13322.0
293,IM-54,CCCCCNC1=C(c2cn(C)c3ccccc23)C(=O)N(C)C1=O,C19H23N3O2,13323.0
294,Pifithrin-.alpha.,Br.Cc1ccc(C(=O)Cn2c3c(sc2=N)CCCC3)cc1,C16H19BrN2OS,13326.0
295,1-NM-PP1,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,C20H21N5,13330.0
296,(S)-Glycyl-H-1152 (hydrochloride),Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12.Cl.Cl,C18H26Cl2N4O3S,13332.0
297,Bisindolylmaleimide VIII (acetate),CC(=O)O.Cn1cc(C2=C(c3cn(CCCN)c4ccccc34)C(=O)NC2=O)c2ccccc21,C26H26N4O4,13333.0
298,Bisindolylmaleimide IX (mesylate),CS(=O)(=O)O.Cn1cc(C2=C(c3cn(CCCSC(=N)N)c4ccccc34)C(=O)NC2=O)c2ccccc21,C26H27N5O5S2,13334.0
299,SB 225002,O=C(Nc1ccc([N+](=O)[O-])cc1O)Nc1ccccc1Br,C13H10BrN3O4,13336.0
300,ST638,CCOc1cc(/C=C(/C#N)C(N)=O)cc(CSc2ccccc2)c1O,C19H18N2O3S,13337.0
301,SU6656,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,C19H21N3O3S,13338.0
302,TPEN,c1ccc(CN(CCN(Cc2ccccn2)Cc2ccccn2)Cc2ccccn2)nc1,C26H28N6,13340.0
303,LY364947,c1ccc(-c2n[nH]cc2-c2ccnc3ccccc23)nc1,C17H12N4,13341.0
304,SU 5416,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,C15H14N2O,13342.0
305,SB 203580 (hydrochloride),CS(=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1.Cl,C21H17ClFN3OS,13344.0
306,GYY 4137,C1COCC[NH2+]1.COc1ccc(P(=S)([S-])N2CCOCC2)cc1,C15H25N2O3PS2,13345.0
307,Rapamycin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,C51H79NO13,13346.0
308,IBMX,CC(C)Cn1c(=O)n(C)c(=O)c2[nH]cnc21,C10H14N4O2,13347.0
309,Myristic Acid,CCCCCCCCCCCCCC(=O)O,C14H28O2,13351.0
310,Lignoceric Acid,CCCCCCCCCCCCCCCCCCCCCCCC(=O)O,C24H48O2,13353.0
311,Hexacosanoic Acid,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,C26H52O2,13354.0
312,Geldanamycin,COC1=C2C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@H](OC(N)=O)[C@@H](OC)/C=C\C=C(/C)C(=O)NC(=CC1=O)C2=O,C29H40N2O9,13355.0
313,CAY10608,CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCc2ccc(Cl)c(Cl)c2)cc1,C18H22Cl2N2O4S,13358.0
314,8-iso Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@H]1CCCCCCC(=O)O,C20H34O5,13360.0
315,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,C15H13N3O4S,13368.0
316,CAY10621,CCCCCCCCCCCCCC#CC(=O)[C@@H]1COC(C)(C)N1C(=O)OC(C)(C)C,C26H45NO4,13371.0
317,"2',3',5'-triacetyl-5-Azacytidine",CC(=O)OC[C@H]1O[C@@H](n2cnc(N)nc2=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,C14H18N4O8,13373.0
318,Atrazine,CCNc1nc(Cl)nc(NC(C)C)n1,C8H14ClN5,13375.0
319,5-bromo-3-phenyl-Salicylic Acid,O=C(O)c1cc(Br)cc(-c2ccccc2)c1O,C13H9BrO3,13379.0
320,CAY10606,CCOC(=O)c1c(Cc2cccc(Cl)c2)[nH]c2c1cc(O)c1ccccc12,C22H18ClNO3,13381.0
321,DAz-2,[N-]=[N+]=NCCCC1CCC(=O)CC1=O,C9H13N3O2,13382.0
322,5-(2-Aminopyridyl)amide oxime,N/C(=N\O)c1ccc(N)nc1,C6H8N4O,13384.0
323,2-Methyl-4-phenylthiazole,Cc1nc(-c2ccccc2)cs1,C10H9NS,13386.0
324,Ethyl 2-Amino-4-phenyl-thiophene-3-Carboxylate,CCOC(=O)c1c(-c2ccccc2)csc1N,C13H13NO2S,13387.0
325,2-amino-4-phenyl Thiazole,Nc1nc(-c2ccccc2)cs1,C9H8N2S,13388.0
326,2-amino Pyridyl-5-thioamide,NC(=S)c1ccc(N)nc1,C6H7N3S,13389.0
327,N-methyl Leukotriene C4,CCCCC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@H](NC(=O)CC[C@H](NC)C(=O)O)C(=O)NCC(=O)O)[C@@H](O)CCCC(=O)O,C31H49N3O9S,13390.0
328,11.beta.-Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1[C@@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,C20H34O5,13450.0
329,AM3102,CCCCCCCC/C=C\CCCCCCCC(=O)N[C@H](C)CO,C21H41NO2,13452.0
330,11-deoxy Prostaglandin E1,CCCCC[C@H](O)/C=C/[C@H]1CCC(=O)[C@@H]1CCCCCCC(=O)O,C20H34O4,13510.0
331,PC190723,NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)cnc3s2)c1F,C14H8ClF2N3O2S,13518.0
332,Celastramycin A,CCCCCCc1cc(Cl)c(O)c(C(=O)c2cc(Cl)c(Cl)[nH]2)c1O,C17H18Cl3NO3,13519.0
333,Oxalomalic Acid (sodium salt),O=C(O)C(=O)C(C(=O)O)C(O)C(=O)O.[NaH].[NaH].[NaH],C6H6Na3O8,13521.0
334,(+)-Warfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,C19H16O4,13526.0
335,Pseudolaric Acid B,COC(=O)C1=CC[C@@]23CC[C@@H]([C@@](C)(/C=C/C=C(\C)C(=O)O)OC2=O)[C@@]3(OC(C)=O)CC1,C23H28O8,13527.0
336,Bicyclo Prostaglandin E1,CCCCC1C(=O)CC[C@H]2[C@@H]1CC(=O)[C@@H]2CCCCCCC(=O)O,C20H32O4,13530.0
337,(-)-Warfarin,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,C19H16O4,13531.0
338,17-phenyl trinor Prostaglandin E2 ethyl amide,CCNC(=O)CCC/C=C\C[C@H]1C(=O)C[C@@H](O)[C@@H]1/C=C/[C@@H](O)CCc1ccccc1,C25H35NO4,13532.0
339,E-64d,CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C,C17H30N2O5,13533.0
340,FIPI,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1cc2cc(F)ccc2[nH]1,C23H24FN5O2,13563.0
341,N-Benzylacetamidine (hydrobromide),Br.CC(=N)NCc1ccccc1,C9H13BrN2,13570.0
342,3-bromo-5-phenyl-Salicylic Acid,O=C(O)c1cc(-c2ccccc2)cc(Br)c1O,C13H9BrO3,13574.0
343,YM-201636,Nc1ccc(C(=O)Nc2cccc(-c3nc(N4CCOCC4)c4oc5ncccc5c4n3)c2)cn1,C25H21N7O3,13576.0
344,SU 11652,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(Cl)cc32)c1C,C22H27ClN4O2,13577.0
345,Phosphine-biotin,COC(=O)c1ccc(C(=O)NCCCOCCOCCOCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@@H]32)cc1P(c1ccccc1)c1ccccc1,C41H53N4O8PS,13581.0
346,XAV939,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,C14H11F3N2OS,13596.0
347,IWR-1-exo,O=C(Nc1cccc2cccnc12)c1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@H]2C=C[C@@H]3C2)cc1,C25H19N3O3,13598.0
348,MK-0457,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,C23H28N8OS,13600.0
349,ZM 447439,COc1cc2c(Nc3ccc(NC(=O)c4ccccc4)cc3)ncnc2cc1OCCCN1CCOCC1,C29H31N5O4,13601.0
350,S-Adenosylhomocysteine,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,C14H20N6O5S,13603.0
351,"13,14-dihydro Prostaglandin E1",CCCCC[C@H](O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)O,C20H36O5,13610.0
352,CAY10614,CCCCCCCCCCCCCCOc1ccc(C[N+](C)(C)C2CCCC2)cc1OCCCCCCCCCCCCCC.[I-],C42H78INO2,13615.0
353,(R)-Lisofylline,C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,C13H20N4O3,13616.0
354,(S)-Lisofylline,C[C@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,C13H20N4O3,13617.0
355,Rivenprost,COCc1cccc(C[C@H](O)/C=C/[C@H]2[C@H](O)CC(=O)[C@@H]2CCSCCCC(=O)OC)c1,C24H34O6S,13618.0
356,ACS 67,O=C(CCC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O)Oc1ccc(-c2cc(=S)ss2)cc1,C32H38O5S3,13619.0
357,AL 6598,CC(C)OC(=O)COC/C=C\C[C@@H]1[C@@H](CC[C@@H](O)C2CCCCC2)[C@H](O)C[C@H]1Cl,C23H39ClO5,13620.0
358,Pristimerin,COC(=O)[C@]1(C)CC[C@]2(C)CC[C@]3(C)C4=CC=C5C(=CC(=O)C(O)=C5C)[C@]4(C)CC[C@@]3(C)C2C1,C30H40O4,13621.0
359,AS-041164,O=C1NC(=O)/C(=C/c2ccc3c(c2)OCO3)S1,C11H7NO4S,13622.0
